dma_code,DMA Name,DMA Total HH,Total TV HH,Black TV HH,Hisp TV HH,TV HH w/child <18,Children Age 2-5,Children Age 6-11,Men Age 12-14,Men Age 15-17,Men Age 18-20,Men Age 21-24,Men Age 25-34,Men Age 35-44,Men Age 45-49,Men Age 50-54,Men Age 55-64,Men Age 65+,Women Age 12-14,Women Age 15-17,Women Age 18-20,Women Age 21-24,Women Age 25-34,Women Age 35-44,Women Age 45-49,Women Age 50-54,Women Age 55-64,Women Age 65+,Working Women,W25-49,W25-54,A25-54,A18-49,A25-49,A35-64,A35-54,M21-54,A55+,A25-64,W18-49,dma_name,mmm_b2b_acq_dma,mmm_b2c_acq_dma
662.0,ABILENE-SWEETWATER,121700,117460,6670,24920,33230,15628,23456,6098,6066,6175,8226,18272,17127,7613,7613,17346,24890,5837,5892,6113,8276,18041,17447,7803,7840,18290,29449,0,43291,51131,101756,115093,86303,101079,65443,58851,89975,137392,57680,ABILENE-SWEETWATER,"ABILENE, TX",ABILENE-SWEETWATER TX
525.0,"ALBANY, GA",141900,136260,54300,7990,44250,19154,29421,7784,7796,7464,8860,20958,19959,10060,10305,20659,27154,7457,7485,7335,8978,22643,22581,11149,11413,23599,35713,0,56373,67786,129068,139987,107350,129725,85467,70142,107125,173326,72686,"ALBANY, GA",OTHER,OTHER
532.0,ALBANY-SCHENECTADY-TROY,598800,575080,38980,25150,143150,55183,86806,23034,23926,26383,33414,82558,79943,39162,42942,98142,129774,21875,22939,25895,32586,81590,81946,40677,45119,104704,154571,0,204213,249332,493937,524154,405876,532635,329789,278019,487191,696783,262694,ALBANY-SCHENECTADY-TROY,"NEW YORK, NY","NEW YORK, NY"
790.0,ALBUQUERQUE-SANTA FE,763300,700940,18270,294130,207060,82486,134594,36704,36750,32955,41445,110389,110760,50542,50159,111793,164284,35319,35988,32238,40653,107576,111144,52160,52878,123238,194933,0,270880,323758,645608,689862,542571,662674,427643,363295,594248,880639,343771,ALBUQUERQUE-SANTA FE,OTHER,OTHER
644.0,"ALEXANDRIA, LA",88900,86050,20980,2960,27830,12507,18357,4681,4588,4543,5764,13840,12851,5963,6002,12618,16399,4492,4415,4363,5420,14194,13888,6284,6457,13998,20863,0,34366,40823,79479,87110,67020,78061,51445,44420,63878,106095,44149,"ALEXANDRIA, LA","ALEXANDRIA, LA",ALEXANDRIA LA
583.0,ALPENA,17600,17020,100,300,3420,1344,2109,561,593,609,729,1856,1895,948,1071,3275,5133,538,572,575,684,1695,1802,992,1123,3419,5546,0,4489,5612,11382,11785,9188,14525,7831,6499,17373,18076,5748,ALPENA,OTHER,OTHER
634.0,AMARILLO,199000,190140,9260,59310,60910,29035,44593,11653,11380,11051,13875,33378,31988,14171,13478,27915,37117,11181,10989,10617,12935,31905,31332,14064,13476,28847,43518,0,77301,90777,183792,205316,156838,175271,118509,106890,137397,240554,100853,AMARILLO,"AMARILLO, TX",AMARILLO TX
743.0,ANCHORAGE,172100,160510,8280,10500,51200,23192,35537,9305,8867,8143,10335,31666,29082,12594,12393,26911,30024,8742,8324,7555,9478,29438,28770,12451,12362,26689,31839,0,70659,83021,168756,179512,144001,161252,107652,96070,115463,222356,87692,ANCHORAGE,OTHER,OTHER
524.0,ATLANTA,2730500,2659160,868570,208680,880200,354402,556239,148146,152687,150929,185521,461987,450427,228751,231816,426131,461101,143088,149622,150330,187764,489115,495674,253593,252765,469637,585780,0,1238382,1491147,2864128,3054091,2379547,2808794,1913026,1558502,1942649,3759896,1576476,ATLANTA,OTHER,OTHER
520.0,AUGUSTA-AIKEN,283700,271310,100870,11610,83140,34076,52717,13881,13990,13533,16461,42762,39941,18905,19422,42084,56099,13362,13600,13270,16273,44990,44210,20988,21795,48318,70955,0,110188,131983,253013,271333,211796,255663,165261,137491,217456,343415,139731,AUGUSTA-AIKEN,OTHER,OTHER
635.0,AUSTIN,967700,927180,71800,233580,281230,123737,194137,51278,50836,51214,67553,165586,174387,82172,76749,136409,151842,49085,49119,49926,65856,155333,173950,83764,76899,142283,180484,0,413047,489946,988840,1069741,835192,946613,667921,566447,611018,1267532,528829,AUSTIN,"AUSTIN, TX",AUSTIN TX
800.0,BAKERSFIELD,245200,235670,13720,116070,99110,50743,79057,20242,19471,18009,21928,53776,47979,21207,20312,38921,43431,19719,18785,17557,21781,55198,50241,22280,21350,41436,51358,0,127719,149069,292343,329956,250681,263726,183369,165202,175146,372700,167057,BAKERSFIELD,OTHER,OTHER
512.0,BALTIMORE,1177400,1146750,334860,56160,332030,141304,216106,56087,56309,55585,68246,190595,184829,84558,88857,189858,223519,54037,54674,54646,67662,199810,200638,93184,98669,213609,287551,0,493632,592301,1141140,1199753,953614,1154202,750735,617085,914537,1544607,615940,BALTIMORE,OTHER,OTHER
537.0,BANGOR,150700,142470,1160,1860,33260,12183,19463,5341,5611,5873,7041,18043,18154,9454,10423,25995,36231,5059,5335,5729,6805,17819,18909,9884,11000,27736,40603,0,46612,57612,113686,117711,92263,131555,77824,63115,130565,167417,59146,BANGOR,OTHER,OTHER
716.0,BATON ROUGE,353100,343190,116530,13460,107440,46903,70556,18102,18217,19053,26108,59079,54511,24286,24431,51223,62397,17520,17950,19220,27060,60773,58915,26664,26891,57386,79526,0,146352,173243,335550,375669,284228,324307,215698,188415,250532,444159,192632,BATON ROUGE,OTHER,OTHER
692.0,BEAUMONT-PORT ARTHUR,174100,168350,38900,19820,51030,23610,35639,9250,8981,8690,10444,26412,25546,12109,12334,26789,34837,8798,8730,8521,10337,26689,26550,12606,12766,28319,42170,0,65845,78611,155012,167904,129912,157019,101911,86845,132115,210120,84703,BEAUMONT-PORT ARTHUR,OTHER,OTHER
821.0,"BEND, OR",96000,90860,480,5070,24230,9015,14470,3903,3939,3607,4420,13001,14498,7027,6766,14071,23864,3726,3752,3459,4277,12584,14383,7014,6888,16058,25932,0,33981,40869,82161,84270,68507,86705,56576,45712,79925,112290,41717,"BEND, OR",OTHER,OTHER
756.0,BILLINGS,124300,118480,970,4710,30340,13482,21297,5707,5505,4984,5954,15999,17135,7942,7871,18757,27839,5460,5318,4839,5800,15939,17098,7988,7920,19772,30788,0,41025,48945,97892,103678,82101,104483,65954,54901,97156,136421,51664,BILLINGS,OTHER,OTHER
746.0,BILOXI-GULFPORT,142400,136580,32750,6780,43070,17791,27708,7471,7532,7192,8499,21803,21339,10195,10393,22399,27928,7075,7196,6964,8398,23288,23664,11294,11348,24096,33596,0,58246,69594,133324,142636,111583,134728,88233,72229,108019,179819,73608,BILOXI-GULFPORT,OTHER,OTHER
502.0,BINGHAMTON,141000,135780,5670,4150,32620,13343,20823,5598,6002,6826,9199,18820,17145,8459,9304,24112,32258,5243,5640,6587,8767,18209,17228,8639,9623,24723,37541,0,44076,53699,107427,119879,88500,119233,70398,62927,118634,156262,59430,BINGHAMTON,OTHER,OTHER
630.0,BIRMINGHAM (ANN AND TUSC),771800,747250,198420,22500,213840,90912,139053,36210,36612,36489,46427,115849,110075,55202,56113,114860,150510,34854,35620,36169,46750,122287,120984,60330,60806,128326,191648,0,303601,364407,701646,750562,584727,706696,463510,383666,585344,944832,386520,BIRMINGHAM (ANN AND TUSC),OTHER,OTHER
559.0,BLUEFIELD-BECKLEY-OAK HILL,128800,124170,5680,1600,30400,12386,19915,5286,5233,5019,6070,15211,15871,8871,8950,19806,31895,5087,5055,4897,5841,15192,16341,9179,9203,21894,37705,0,40712,49915,98818,102492,80665,110115,68415,54973,111300,140518,51450,BLUEFIELD-BECKLEY-OAK HILL,"BLUEFIELD-BECKLEY, WV",BLUEFIELD-BECKLEY-OAK HILL WV
757.0,BOISE,337900,323460,3710,35410,105330,44491,70877,19257,19543,18001,21940,55189,56876,27002,25757,50235,67981,18420,18818,17275,20929,54801,57913,27190,25899,53582,77929,0,139904,165803,330627,357116,278971,324454,220637,186764,249727,434444,178108,BOISE,OTHER,OTHER
506.0,BOSTON (MANCHESTER),2703400,2556000,195360,237610,694010,269102,427311,114053,117584,126434,159872,415164,406690,196860,208614,442232,524793,109328,113271,125837,158879,411574,420135,208647,223289,478238,653671,0,1040356,1263645,2490973,2630092,2059070,2584705,1664235,1387200,2098934,3411443,1325072,BOSTON (MANCHESTER),OTHER,OTHER
736.0,BOWLING GREEN,85900,82240,6140,2850,23260,10650,16023,4099,4079,4423,6539,13582,12358,6063,6003,12122,15103,3986,4010,4371,6487,13265,12701,6303,6242,12980,18406,0,32269,38511,76517,86092,64272,74772,49670,44545,58611,101619,43127,BOWLING GREEN,OTHER,OTHER
514.0,BUFFALO,671400,637520,64610,27090,157300,66090,102171,26672,27495,29113,35659,93088,86314,40609,45022,106729,136339,25728,26608,29001,35233,93108,89419,42812,47841,115028,166905,0,225339,273180,538213,574356,445350,573774,352017,300692,525001,759970,289573,BUFFALO,OTHER,OTHER
523.0,BURLINGTON-PLATTSBURGH,360800,336920,4230,5880,83430,30534,49105,13345,13916,14968,19365,46644,45953,23153,25272,60831,81170,12588,13234,14709,18976,45374,46744,23663,26000,63910,91961,0,115781,141781,282803,299549,231531,315526,190785,160387,297872,407544,149466,BURLINGTON-PLATTSBURGH,OTHER,OTHER
754.0,BUTTE-BOZEMAN,82200,77260,390,2730,17900,7554,11797,3059,2934,3478,6345,13779,12101,5375,4938,10998,15673,2943,2865,3161,5321,12107,11024,4898,4645,10927,16545,0,28029,32674,68867,77589,59284,64906,42981,42538,54143,90792,36511,BUTTE-BOZEMAN,OTHER,OTHER
767.0,CASPER-RIVERTON,58800,55890,580,3820,15520,7104,11203,3001,2901,2620,3077,8158,8902,3933,3796,9038,12228,2845,2744,2470,2891,7941,8755,3835,3731,9008,13494,0,20531,24262,49051,52582,41524,50998,32952,27866,43768,67097,25892,CASPER-RIVERTON,OTHER,OTHER
637.0,CEDAR RAPIDS-WTRLO-IWC&DUB,378700,362470,18340,10530,93810,43214,65603,17070,17061,18745,26316,55199,53362,24600,24714,55401,73551,16414,16491,18348,26136,53068,52294,24375,24810,56425,86091,0,129737,154547,312422,352443,262898,315981,204155,184191,271468,424248,174221,CEDAR RAPIDS-WTRLO-IWC&DUB,OTHER,OTHER
648.0,CHAMPAIGN&SPRNGFLD-DECATUR,388900,373790,34110,11020,94980,42005,63790,16702,17077,19315,28176,53359,51748,24537,24653,56265,76204,15906,16531,18633,26984,53862,53443,25359,25744,60329,93621,0,132664,158408,312705,355416,262308,322078,205484,182473,286419,429299,178281,CHAMPAIGN&SPRNGFLD-DECATUR,OTHER,OTHER
519.0,"CHARLESTON, SC",381200,367760,94270,14280,105320,43191,66102,17139,16910,16550,20369,60694,58892,26352,26370,54827,74449,16626,16576,16300,20061,64059,63172,28654,29019,63856,92808,0,155885,184904,357212,375103,301823,351142,232459,192677,285940,475895,192246,"CHARLESTON, SC",OTHER,OTHER
564.0,CHARLESTON-HUNTINGTON,442800,426060,11250,4280,113040,45409,72002,19251,19632,19301,23683,57317,58513,31616,32369,69738,99310,18313,18562,18499,22711,56381,60349,32854,33769,75850,119083,0,149584,183353,363168,381224,297030,395058,249470,203498,363981,508756,190794,CHARLESTON-HUNTINGTON,"CHARLESTON-HUNTINGTON, WV",CHARLESTON-HUNTINGTON WV
517.0,CHARLOTTE,1319700,1274830,273640,90840,393230,157836,247004,65596,67007,65540,80566,208818,204795,106580,109149,204015,236055,63442,65232,64566,79763,216446,219943,114500,116013,220410,297026,0,550889,666902,1296244,1361517,1071082,1295405,870980,709908,957506,1720669,695218,CHARLOTTE,OTHER,OTHER
584.0,CHARLOTTESVILLE,101300,94800,11340,3790,24600,10539,16406,4323,4251,4511,6787,13818,14648,6837,6960,14869,21598,4220,4154,4643,7368,14409,15134,7096,7390,17035,26576,0,36639,44029,86292,95251,71942,89969,58065,49050,80078,118196,48650,CHARLOTTESVILLE,OTHER,OTHER
575.0,CHATTANOOGA,393800,378870,36870,22630,107170,44766,68890,18300,18777,18262,22454,59508,57228,29505,30704,62268,84584,17361,17978,17682,21889,59977,59365,30795,32098,67387,102993,0,150137,182235,359180,376665,296378,369350,239695,199399,317232,488835,189708,CHATTANOOGA,OTHER,OTHER
759.0,CHEYENNE-SCOTTSBLUFF,63700,60910,1170,8440,16560,7411,11372,3006,2939,2796,3509,9487,9349,4122,4068,9128,12739,2874,2826,2660,3220,8953,8968,4046,3986,9416,14861,0,21967,25953,52979,57110,44925,53083,34539,30535,46144,71523,27847,CHEYENNE-SCOTTSBLUF,OTHER,OTHER
602.0,CHICAGO,3609900,3543090,598220,580180,1082920,453402,699836,184080,190203,198215,241663,644210,626287,295524,293215,580285,668165,177003,185130,194873,239738,642614,638860,306506,307458,622597,848585,0,1587980,1895438,3754674,4028490,3154001,3670732,2467850,2100899,2719632,4957556,2022591,CHICAGO,OTHER,OTHER
868.0,CHICO-REDDING,198500,189230,3120,24890,49080,22237,34420,9016,9170,9423,14006,30006,27597,12406,12532,29314,46579,8614,8885,9137,13576,28975,27124,12516,12996,32116,53704,0,68615,81611,164152,184766,138624,166601,105171,96547,161713,225582,91328,CHICO-REDDING,OTHER,OTHER
515.0,CINCINNATI,959500,946980,121090,24570,278830,120076,183871,48224,49403,51038,61735,152525,146416,70110,72372,152997,180491,46300,47804,49984,60708,153554,151911,72981,75692,163446,219917,0,378446,454138,895561,970962,747497,905925,589482,503158,716851,1212004,489138,CINCINNATI,OTHER,OTHER
598.0,CLARKSBURG-WESTON,108600,104260,1760,1290,25840,10529,16681,4462,4575,4499,5695,14180,14235,7625,7965,17476,25736,4239,4233,4246,5448,13866,14185,7557,8034,17763,29357,0,35608,43642,87647,91536,71648,94840,59601,49700,90332,122886,45302,CLARKSBURG-WESTON,"CLARKSBURG-WESTON, WV",All Other Suddenlink DMA Total
510.0,CLEVELAND-AKRON (CANTON),1575800,1527000,234670,58340,400910,167020,257669,68045,70387,72609,89611,223793,209889,103456,110021,248233,325901,65120,68169,71100,88499,226204,218523,109329,117525,270837,405966,0,554056,671581,1318740,1413013,1091194,1387813,868743,736770,1250937,1837810,713655,CLEVELAND-AKRON (CANTON),"CLEVELAND, OH",All Other Suddenlink DMA Total
752.0,COLORADO SPRINGS-PUEBLO,407900,391640,23170,75380,117850,49886,76326,19923,19934,18935,24285,70151,63668,28263,27722,58509,75915,19062,19131,18150,23307,65962,63258,28310,28454,64156,89680,0,157530,185984,375788,404289,319612,362340,239675,214089,288260,498453,198987,COLORADO SPRINGS-PUEBLO,OTHER,OTHER
546.0,"COLUMBIA, SC",433800,418640,157840,16460,123170,50138,78578,20884,20966,20925,26797,65806,60392,29435,30296,63620,82126,20197,20632,21180,27882,70918,68087,33321,34317,73584,105540,0,172326,206643,392572,424743,327959,393052,255848,212726,324870,529776,221388,"COLUMBIA, SC",OTHER,OTHER
604.0,COLUMBIA-JEFFERSON CITY,190700,181420,12240,4240,48910,21806,33384,8795,8731,9764,14179,28070,26631,12577,12568,27688,36523,8284,8345,9621,14594,28785,27505,12818,13109,29422,42951,0,69108,82217,162063,184544,136386,162318,105208,94025,136584,219173,93323,COLUMBIA-JEFFERSON CITY,"COLUMBIA-JEFFERSON CITY, MO",All Other Suddenlink DMA Total
522.0,"COLUMBUS, GA (OPELIKA, AL)",237400,228880,87650,10750,67480,29350,44359,11444,11505,12390,18048,38271,33375,15628,15878,32944,40711,10976,11038,11912,17199,39813,36575,17500,17751,36682,52376,0,93888,111639,214791,240711,181162,206333,136707,121200,162713,284417,122999,"COLUMBUS, GA (OPELIKA, AL)",OTHER,OTHER
535.0,"COLUMBUS, OH",1052800,1006870,148530,31540,289980,131050,198974,51262,50279,51352,63792,175941,164053,78324,77718,152075,176572,49136,48573,49994,62283,177166,168647,79785,79093,160746,219855,0,425598,504691,1000727,1071337,843916,960441,647620,559828,709248,1313548,537875,"COLUMBUS, OH","COLUMBUS, OH",All Other Suddenlink DMA Total
673.0,COLUMBUS-TUPELO-WEST POINT,200200,193020,58500,4080,57060,24286,37081,9842,10052,10463,14488,29793,27250,13317,13914,29176,38632,9427,9647,10022,13635,30803,29175,14689,15187,32307,49119,0,74667,89854,174128,193635,145027,175015,113532,98762,149234,235611,98324,COLUMBUS-TUPELO-W PNT-HSTN,OTHER,OTHER
600.0,CORPUS CHRISTI,220100,213270,7080,128710,68580,30730,47008,12375,12565,12580,16070,37982,36244,16219,15490,32183,43594,11738,12069,12233,15668,36648,36035,16690,16323,34590,51711,0,89373,105696,211631,236369,179818,203774,137001,122005,162078,278404,117274,CORPUS CHRISTI,OTHER,OTHER
623.0,DALLAS-FT. WORTH,3054400,2962440,515950,648140,1024520,443715,689336,182467,184343,179422,216139,556690,556383,265704,258089,474935,487744,175331,178943,176601,214273,566466,582855,280151,268606,497303,600044,0,1429472,1698078,3334944,3594684,2808249,3184026,2211788,1853005,2060026,4307182,1820346,DALLAS-FT. WORTH,"DALLAS, TX",DALLAS-FT WORTH TX
682.0,DAVENPORT-R.ISLAND-MOLINE,313400,303070,16290,18940,79860,34889,53844,14204,14334,14365,16831,40605,42500,20793,21256,48739,69498,13624,13764,13873,16164,40146,42320,20791,21722,50792,81552,0,103257,124979,250133,268388,207155,268913,169382,141985,250581,349664,133294,DAVENPORT-R.ISLAND-MOLINE,OTHER,OTHER
542.0,DAYTON,498900,488660,62250,11120,131040,58184,87586,22841,23350,24124,29194,73137,68055,32811,34656,76849,102033,21714,22378,23380,28396,73370,70407,34234,36512,82101,126055,0,178011,214523,423182,457108,352014,435625,276675,237853,387038,582132,229787,DAYTON,OTHER,OTHER
751.0,DENVER,1891300,1806820,85510,294740,514730,208130,326848,87042,88179,85535,114547,346711,326182,149047,140181,270563,322267,83123,84740,81734,109186,323601,314894,144375,138149,280004,375216,0,782870,921019,1883140,1995812,1604810,1763395,1212828,1076668,1248050,2433707,973790,DENVER,OTHER,OTHER
679.0,DES MOINES-AMES,485900,467990,18800,22580,129730,60496,92035,24131,23916,25407,33250,73770,75244,34415,33544,70929,88511,23071,22818,23943,30489,71437,73738,33783,33368,72930,106568,0,178958,212326,429299,475476,362387,427951,284092,250223,338938,573158,233390,DES MOINES-AMES,OTHER,OTHER
505.0,DETROIT,1952300,1910560,405530,70830,538390,221080,339488,89039,92877,98767,126097,318653,281324,140897,151200,318668,378982,85152,90036,96185,123114,314113,292595,151409,161776,342664,476841,0,758117,919893,1811967,1943154,1498991,1840533,1179201,1018171,1517155,2473299,977416,DETROIT,OTHER,OTHER
606.0,DOTHAN,108400,104720,24090,4140,30430,12940,19696,5204,5277,5077,6186,15259,15038,7566,7833,16090,22287,4897,5018,4937,5969,16058,16399,8314,8465,17624,28101,0,40771,49236,94932,100803,78634,97329,63615,51882,84102,128646,51677,DOTHAN,OTHER,OTHER
676.0,DULUTH-SUPERIOR,182400,173540,1850,2570,38810,16222,25714,7003,7181,7495,9804,21889,22259,10884,11340,30357,43753,6569,6823,7152,9325,21086,21793,10588,11360,30675,47104,0,53467,64827,131199,142275,108499,149256,88224,76176,151889,192231,69944,DULUTH-SUPERIOR,OTHER,OTHER
765.0,EL PASO (LAS CRUCES),361200,346220,13490,267750,138440,59027,90339,23436,23931,24280,33050,75586,62742,27831,26305,49262,63878,22689,23578,24030,32460,72761,63535,30527,29902,58392,82314,0,166823,196725,389189,446802,332982,348496,240842,225514,253846,496843,223313,EL PASO (LAS CRUCES),OTHER,OTHER
565.0,ELMIRA (CORNING),100900,95310,2710,1570,24770,10165,16118,4283,4294,4375,5052,12259,12642,6450,7105,17014,23136,4125,4139,4334,4908,12428,13206,6642,7368,17592,26486,0,32276,39644,78100,82296,63627,88019,53413,43508,84228,112706,41518,ELMIRA (CORNING),OTHER,OTHER
516.0,ERIE,160000,154090,8020,4230,39520,16999,25969,6871,7145,7594,8992,21701,20799,10191,11231,26433,35684,6534,6755,7379,8561,21478,21219,10694,11728,27447,41928,0,53391,65119,129041,138608,106082,139742,85862,72914,131492,182921,69331,ERIE,OTHER,OTHER
801.0,EUGENE,278000,265840,3710,16180,59300,23991,37836,10070,10683,11942,19865,40802,36230,17010,16662,37646,66448,9570,10378,11519,19067,39236,36463,17171,17273,42401,75571,0,92870,110143,220847,249305,186912,220856,140809,130569,222066,300894,123456,EUGENE,OTHER,OTHER
802.0,EUREKA,67000,61710,1050,5970,14710,6143,9833,2617,2665,2636,3977,9340,8952,4284,3937,8819,14019,2515,2572,2656,4208,9335,8965,4125,3877,9668,16368,0,22425,26302,52815,58478,45001,52627,34140,30490,48874,71302,29289,EUREKA,"EUREKA, CA",EUREKA CA
649.0,EVANSVILLE,298800,289240,14230,6160,79910,34901,53680,14162,14302,14146,16674,41391,41863,20722,21253,47696,61355,13601,13604,13624,16137,41660,42397,20951,21697,50097,73968,0,105008,126705,251934,269565,208984,266676,168883,141903,233116,349727,134769,EVANSVILLE,OTHER,OTHER
745.0,FAIRBANKS,40000,36920,2110,2610,11600,5617,8095,1979,1790,1863,3018,8506,6647,2667,2530,5333,6506,1883,1682,1574,2138,7010,6142,2444,2360,5161,6263,0,15596,17956,38306,42009,33416,33284,22790,23368,23263,48800,19308,FAIRBANKS,OTHER,OTHER
724.0,FARGO,281900,269850,9170,7800,65630,33597,49538,12552,11780,13085,18757,43301,39277,17043,16531,39549,52620,11991,11366,12732,18357,39027,36720,16009,16069,38767,58646,0,91756,107825,223977,254308,191377,219965,141649,134909,189582,302293,122845,FARGO-VALLEY CITY,OTHER,OTHER
513.0,FLINT-SAGINAW-BAY CITY,460400,443970,48660,16360,118970,48432,74860,19972,20856,21905,28384,64131,59056,30211,32646,75631,101422,18861,19965,21389,28315,64042,60906,31741,34381,81139,121723,0,156689,191070,377114,410080,310087,405711,248941,214428,379915,533884,206393,FLINT-SAGINAW-BAY CITY,OTHER,OTHER
866.0,FRESNO-VISALIA,629900,609320,27940,306200,251240,126906,197288,50950,49477,46435,57017,142490,128078,55212,52510,99788,119693,49003,48059,45218,55981,139720,128328,56527,53823,105522,143363,0,324575,378398,756688,855006,650355,679788,474478,435307,468366,961998,425774,FRESNO-VISALIA,"FRESNO-VISALIA, CA",All Other Suddenlink DMA Total
571.0,FT. MYERS-NAPLES,620800,616310,40740,104350,128940,52301,81137,21566,22475,22799,28231,73057,72486,36224,39396,93695,227490,20516,21450,21924,26950,70499,71670,37671,42263,108738,247812,0,179840,222103,443266,461511,361607,502143,299710,249394,677735,645699,228714,FT. MYERS-NAPLES,OTHER,OTHER
670.0,FT. SMITH-FAY-SPRNGDL-RGRS,345800,332690,11270,32970,104090,47248,72148,18917,18904,18911,24447,58643,58415,26839,25857,50099,62620,18113,18138,18223,23282,57732,57451,27022,26181,52264,75309,0,142205,168386,338140,370965,286102,324128,221765,194201,240292,440503,183710,FT. SMITH-FAY-SPRNGDL-RGRS,"FT SMITH, AR",All Other Suddenlink DMA Total
