period,mmm_b2c_acq_dma,unique_pageviews,users
2020-12-27,TYLER-LONGVIEW TX,2383.0,2146.0
2020-12-27,VICTORIA TX,309.0,284.0
2020-12-27,WACO-TEMPLE-BRYAN TX,1020.0,896.0
2021-01-03,ABILENE-SWEETWATER TX,892.0,795.0
2021-01-03,ALEXANDRIA LA,769.0,695.0
2021-01-03,AMARILLO TX,1075.0,967.0
2021-01-03,AUSTIN TX,1618.0,1458.0
2021-01-03,All Other Suddenlink DMA Total,3825.0,3377.0
2021-01-03,BLUEFIELD-BECKLEY-OAK HILL WV,1039.0,924.0
2021-01-03,CHARLESTON-HUNTINGTON WV,2138.0,1901.0
2021-01-03,DALLAS-FT WORTH TX,3228.0,2855.0
2021-01-03,EUREKA CA,572.0,502.0
2021-01-03,GREENVILLE-NEW BERN-WASH NC,1801.0,1636.0
2021-01-03,HOUSTON TX,2585.0,2295.0
2021-01-03,JONESBORO AR,469.0,441.0
2021-01-03,LAKE CHARLES LA,709.0,646.0
2021-01-03,LITTLE ROCK AR,1873.0,1652.0
2021-01-03,LUBBOCK TX,1181.0,1061.0
2021-01-03,MONROE-EL DORADO LA-AR,501.0,444.0
2021-01-03,"NEW YORK, NY",38041.0,33732.0
2021-01-03,ODESSA-MIDLAND TX,830.0,721.0
2021-01-03,OKLAHOMA CITY OK,1007.0,889.0
2021-01-03,PARKERSBURG WV,762.0,680.0
2021-01-03,PHOENIX AZ,1972.0,1738.0
2021-01-03,RALEIGH-DURHAM NC,628.0,560.0
2021-01-03,SAN ANGELO TX,580.0,513.0
2021-01-03,SHREVEPORT LA,987.0,886.0
2021-01-03,SPRINGFIELD MO,1258.0,1118.0
2021-01-03,ST JOSEPH MO,399.0,358.0
2021-01-03,TULSA OK,394.0,349.0
2021-01-03,TYLER-LONGVIEW TX,2664.0,2329.0
2021-01-03,VICTORIA TX,352.0,308.0
2021-01-03,WACO-TEMPLE-BRYAN TX,1201.0,1067.0
2021-01-10,ABILENE-SWEETWATER TX,817.0,734.0
2021-01-10,ALEXANDRIA LA,676.0,606.0
2021-01-10,AMARILLO TX,947.0,863.0
2021-01-10,AUSTIN TX,1581.0,1416.0
2021-01-10,All Other Suddenlink DMA Total,3137.0,2780.0
2021-01-10,BLUEFIELD-BECKLEY-OAK HILL WV,933.0,825.0
2021-01-10,CHARLESTON-HUNTINGTON WV,1813.0,1614.0
2021-01-10,DALLAS-FT WORTH TX,3059.0,2716.0
2021-01-10,EUREKA CA,730.0,673.0
2021-01-10,GREENVILLE-NEW BERN-WASH NC,1594.0,1437.0
2021-01-10,HOUSTON TX,2339.0,2083.0
2021-01-10,JONESBORO AR,438.0,394.0
2021-01-10,LAKE CHARLES LA,674.0,617.0
2021-01-10,LITTLE ROCK AR,1645.0,1467.0
2021-01-10,LUBBOCK TX,1109.0,1003.0
2021-01-10,MONROE-EL DORADO LA-AR,428.0,376.0
2021-01-10,"NEW YORK, NY",34463.0,30663.0
2021-01-10,ODESSA-MIDLAND TX,752.0,669.0
2021-01-10,OKLAHOMA CITY OK,949.0,843.0
2021-01-10,PARKERSBURG WV,671.0,604.0
2021-01-10,PHOENIX AZ,1686.0,1485.0
2021-01-10,RALEIGH-DURHAM NC,504.0,465.0
2021-01-10,SAN ANGELO TX,505.0,450.0
2021-01-10,SHREVEPORT LA,1000.0,900.0
2021-01-10,SPRINGFIELD MO,1243.0,1075.0
2021-01-10,ST JOSEPH MO,321.0,291.0
2021-01-10,TULSA OK,402.0,367.0
2021-01-10,TYLER-LONGVIEW TX,2262.0,2022.0
2021-01-10,VICTORIA TX,309.0,281.0
2021-01-10,WACO-TEMPLE-BRYAN TX,1076.0,979.0
2021-01-17,ABILENE-SWEETWATER TX,640.0,579.0
2021-01-17,ALEXANDRIA LA,670.0,623.0
2021-01-17,AMARILLO TX,883.0,784.0
2021-01-17,AUSTIN TX,1486.0,1324.0
2021-01-17,All Other Suddenlink DMA Total,3223.0,2848.0
2021-01-17,BLUEFIELD-BECKLEY-OAK HILL WV,891.0,791.0
2021-01-17,CHARLESTON-HUNTINGTON WV,1709.0,1518.0
2021-01-17,DALLAS-FT WORTH TX,2937.0,2592.0
2021-01-17,EUREKA CA,501.0,436.0
2021-01-17,GREENVILLE-NEW BERN-WASH NC,1480.0,1318.0
2021-01-17,HOUSTON TX,2254.0,2006.0
2021-01-17,JONESBORO AR,408.0,372.0
2021-01-17,LAKE CHARLES LA,588.0,512.0
2021-01-17,LITTLE ROCK AR,1477.0,1324.0
2021-01-17,LUBBOCK TX,1072.0,958.0
2021-01-17,MONROE-EL DORADO LA-AR,381.0,340.0
2021-01-17,"NEW YORK, NY",33554.0,29942.0
2021-01-17,ODESSA-MIDLAND TX,724.0,642.0
2021-01-17,OKLAHOMA CITY OK,827.0,750.0
2021-01-17,PARKERSBURG WV,564.0,502.0
2021-01-17,PHOENIX AZ,1624.0,1446.0
2021-01-17,RALEIGH-DURHAM NC,508.0,463.0
2021-01-17,SAN ANGELO TX,483.0,426.0
2021-01-17,SHREVEPORT LA,941.0,831.0
2021-01-17,SPRINGFIELD MO,1058.0,932.0
2021-01-17,ST JOSEPH MO,288.0,264.0
2021-01-17,TULSA OK,335.0,292.0
2021-01-17,TYLER-LONGVIEW TX,2123.0,1903.0
2021-01-17,VICTORIA TX,288.0,248.0
2021-01-17,WACO-TEMPLE-BRYAN TX,1012.0,897.0
2021-01-24,ABILENE-SWEETWATER TX,704.0,628.0
2021-01-24,ALEXANDRIA LA,654.0,576.0
2021-01-24,AMARILLO TX,835.0,766.0
2021-01-24,AUSTIN TX,1565.0,1413.0
2021-01-24,All Other Suddenlink DMA Total,3268.0,2901.0
2021-01-24,BLUEFIELD-BECKLEY-OAK HILL WV,819.0,741.0
2021-01-24,CHARLESTON-HUNTINGTON WV,1744.0,1568.0
2021-01-24,DALLAS-FT WORTH TX,3044.0,2703.0
2021-01-24,EUREKA CA,504.0,466.0
2021-01-24,GREENVILLE-NEW BERN-WASH NC,1602.0,1424.0
2021-01-24,HOUSTON TX,2224.0,1983.0
2021-01-24,JONESBORO AR,397.0,371.0
2021-01-24,LAKE CHARLES LA,630.0,571.0
2021-01-24,LITTLE ROCK AR,1571.0,1420.0
2021-01-24,LUBBOCK TX,1014.0,932.0
2021-01-24,MONROE-EL DORADO LA-AR,425.0,378.0
2021-01-24,"NEW YORK, NY",33137.0,29551.0
2021-01-24,ODESSA-MIDLAND TX,688.0,623.0
2021-01-24,OKLAHOMA CITY OK,798.0,721.0
2021-01-24,PARKERSBURG WV,631.0,558.0
2021-01-24,PHOENIX AZ,1457.0,1291.0
2021-01-24,RALEIGH-DURHAM NC,536.0,488.0
2021-01-24,SAN ANGELO TX,457.0,410.0
2021-01-24,SHREVEPORT LA,981.0,868.0
2021-01-24,SPRINGFIELD MO,1040.0,939.0
2021-01-24,ST JOSEPH MO,328.0,284.0
2021-01-24,TULSA OK,327.0,297.0
2021-01-24,TYLER-LONGVIEW TX,2150.0,1946.0
2021-01-24,VICTORIA TX,288.0,263.0
2021-01-24,WACO-TEMPLE-BRYAN TX,1011.0,882.0
2021-01-31,ABILENE-SWEETWATER TX,715.0,638.0
2021-01-31,ALEXANDRIA LA,693.0,637.0
2021-01-31,AMARILLO TX,774.0,703.0
2021-01-31,AUSTIN TX,1538.0,1369.0
2021-01-31,All Other Suddenlink DMA Total,3271.0,2878.0
2021-01-31,BLUEFIELD-BECKLEY-OAK HILL WV,910.0,806.0
2021-01-31,CHARLESTON-HUNTINGTON WV,1738.0,1545.0
2021-01-31,DALLAS-FT WORTH TX,2928.0,2618.0
2021-01-31,EUREKA CA,445.0,399.0
2021-01-31,GREENVILLE-NEW BERN-WASH NC,1436.0,1327.0
2021-01-31,HOUSTON TX,2293.0,2051.0
2021-01-31,JONESBORO AR,384.0,358.0
2021-01-31,LAKE CHARLES LA,539.0,490.0
2021-01-31,LITTLE ROCK AR,1607.0,1417.0
2021-01-31,LUBBOCK TX,1015.0,921.0
2021-01-31,MONROE-EL DORADO LA-AR,379.0,348.0
2021-01-31,"NEW YORK, NY",28643.0,25703.0
2021-01-31,ODESSA-MIDLAND TX,656.0,596.0
2021-01-31,OKLAHOMA CITY OK,865.0,786.0
2021-01-31,PARKERSBURG WV,558.0,504.0
2021-01-31,PHOENIX AZ,1488.0,1323.0
2021-01-31,RALEIGH-DURHAM NC,503.0,447.0
2021-01-31,SAN ANGELO TX,438.0,403.0
2021-01-31,SHREVEPORT LA,907.0,815.0
2021-01-31,SPRINGFIELD MO,1080.0,922.0
2021-01-31,ST JOSEPH MO,329.0,301.0
2021-01-31,TULSA OK,360.0,327.0
2021-01-31,TYLER-LONGVIEW TX,2096.0,1876.0
2021-01-31,VICTORIA TX,266.0,238.0
2021-01-31,WACO-TEMPLE-BRYAN TX,978.0,873.0
2021-02-07,ABILENE-SWEETWATER TX,600.0,543.0
2021-02-07,ALEXANDRIA LA,632.0,575.0
2021-02-07,AMARILLO TX,812.0,737.0
2021-02-07,AUSTIN TX,1546.0,1395.0
2021-02-07,All Other Suddenlink DMA Total,2892.0,2577.0
2021-02-07,BLUEFIELD-BECKLEY-OAK HILL WV,855.0,772.0
2021-02-07,CHARLESTON-HUNTINGTON WV,1555.0,1409.0
2021-02-07,DALLAS-FT WORTH TX,2883.0,2564.0
2021-02-07,EUREKA CA,433.0,399.0
2021-02-07,GREENVILLE-NEW BERN-WASH NC,1473.0,1337.0
2021-02-07,HOUSTON TX,2172.0,1977.0
2021-02-07,JONESBORO AR,356.0,330.0
2021-02-07,LAKE CHARLES LA,527.0,470.0
2021-02-07,LITTLE ROCK AR,1481.0,1342.0
2021-02-07,LUBBOCK TX,865.0,795.0
2021-02-07,MONROE-EL DORADO LA-AR,354.0,319.0
2021-02-07,"NEW YORK, NY",27907.0,24967.0
2021-02-07,ODESSA-MIDLAND TX,659.0,596.0
2021-02-07,OKLAHOMA CITY OK,728.0,668.0
2021-02-07,PARKERSBURG WV,577.0,523.0
2021-02-07,PHOENIX AZ,1523.0,1374.0
2021-02-07,RALEIGH-DURHAM NC,464.0,415.0
2021-02-07,SAN ANGELO TX,423.0,382.0
2021-02-07,SHREVEPORT LA,804.0,719.0
2021-02-07,SPRINGFIELD MO,1022.0,912.0
2021-02-07,ST JOSEPH MO,272.0,251.0
2021-02-07,TULSA OK,286.0,259.0
2021-02-07,TYLER-LONGVIEW TX,1980.0,1776.0
2021-02-07,VICTORIA TX,266.0,247.0
2021-02-07,WACO-TEMPLE-BRYAN TX,924.0,838.0
2021-02-14,ABILENE-SWEETWATER TX,390.0,357.0
2021-02-14,ALEXANDRIA LA,453.0,415.0
2021-02-14,AMARILLO TX,612.0,555.0
2021-02-14,AUSTIN TX,1036.0,941.0
2021-02-14,All Other Suddenlink DMA Total,2650.0,2388.0
2021-02-14,BLUEFIELD-BECKLEY-OAK HILL WV,858.0,779.0
2021-02-14,CHARLESTON-HUNTINGTON WV,1424.0,1289.0
2021-02-14,DALLAS-FT WORTH TX,2042.0,1831.0
2021-02-14,EUREKA CA,414.0,379.0
2021-02-14,GREENVILLE-NEW BERN-WASH NC,1386.0,1241.0
2021-02-14,HOUSTON TX,1520.0,1394.0
2021-02-14,JONESBORO AR,258.0,244.0
2021-02-14,LAKE CHARLES LA,397.0,367.0
2021-02-14,LITTLE ROCK AR,970.0,886.0
2021-02-14,LUBBOCK TX,845.0,756.0
2021-02-14,MONROE-EL DORADO LA-AR,239.0,215.0
2021-02-14,"NEW YORK, NY",28514.0,25508.0
2021-02-14,ODESSA-MIDLAND TX,432.0,409.0
2021-02-14,OKLAHOMA CITY OK,628.0,575.0
2021-02-14,PARKERSBURG WV,509.0,457.0
2021-02-14,PHOENIX AZ,1521.0,1368.0
2021-02-14,RALEIGH-DURHAM NC,433.0,388.0
2021-02-14,SAN ANGELO TX,308.0,275.0
2021-02-14,SHREVEPORT LA,464.0,428.0
2021-02-14,SPRINGFIELD MO,838.0,760.0
2021-02-14,ST JOSEPH MO,241.0,213.0
2021-02-14,TULSA OK,240.0,222.0
2021-02-14,TYLER-LONGVIEW TX,1217.0,1109.0
2021-02-14,VICTORIA TX,182.0,164.0
2021-02-14,WACO-TEMPLE-BRYAN TX,533.0,481.0
2021-02-21,ABILENE-SWEETWATER TX,712.0,631.0
2021-02-21,ALEXANDRIA LA,646.0,582.0
2021-02-21,AMARILLO TX,730.0,662.0
2021-02-21,AUSTIN TX,1659.0,1482.0
2021-02-21,All Other Suddenlink DMA Total,3084.0,2712.0
2021-02-21,BLUEFIELD-BECKLEY-OAK HILL WV,861.0,785.0
2021-02-21,CHARLESTON-HUNTINGTON WV,1750.0,1531.0
2021-02-21,DALLAS-FT WORTH TX,2951.0,2678.0
2021-02-21,EUREKA CA,397.0,356.0
2021-02-21,GREENVILLE-NEW BERN-WASH NC,1523.0,1390.0
2021-02-21,HOUSTON TX,2326.0,2109.0
2021-02-21,JONESBORO AR,435.0,387.0
2021-02-21,LAKE CHARLES LA,495.0,452.0
2021-02-21,LITTLE ROCK AR,1537.0,1367.0
2021-02-21,LUBBOCK TX,924.0,831.0
2021-02-21,MONROE-EL DORADO LA-AR,353.0,313.0
2021-02-21,"NEW YORK, NY",30123.0,26901.0
2021-02-21,ODESSA-MIDLAND TX,613.0,557.0
2021-02-21,OKLAHOMA CITY OK,842.0,754.0
2021-02-21,PARKERSBURG WV,567.0,512.0
2021-02-21,PHOENIX AZ,1634.0,1433.0
2021-02-21,RALEIGH-DURHAM NC,452.0,418.0
2021-02-21,SAN ANGELO TX,412.0,364.0
2021-02-21,SHREVEPORT LA,777.0,706.0
2021-02-21,SPRINGFIELD MO,990.0,886.0
2021-02-21,ST JOSEPH MO,342.0,319.0
2021-02-21,TULSA OK,299.0,271.0
2021-02-21,TYLER-LONGVIEW TX,1976.0,1789.0
2021-02-21,VICTORIA TX,305.0,276.0
2021-02-21,WACO-TEMPLE-BRYAN TX,878.0,788.0
2021-02-28,ABILENE-SWEETWATER TX,733.0,666.0
2021-02-28,ALEXANDRIA LA,685.0,616.0
2021-02-28,AMARILLO TX,810.0,746.0
2021-02-28,AUSTIN TX,1701.0,1545.0
2021-02-28,All Other Suddenlink DMA Total,3255.0,2880.0
2021-02-28,BLUEFIELD-BECKLEY-OAK HILL WV,952.0,864.0
2021-02-28,CHARLESTON-HUNTINGTON WV,1829.0,1644.0
2021-02-28,DALLAS-FT WORTH TX,3280.0,2898.0
2021-02-28,EUREKA CA,473.0,425.0
2021-02-28,GREENVILLE-NEW BERN-WASH NC,1625.0,1474.0
2021-02-28,HOUSTON TX,2558.0,2291.0
2021-02-28,JONESBORO AR,429.0,387.0
2021-02-28,LAKE CHARLES LA,533.0,482.0
2021-02-28,LITTLE ROCK AR,1609.0,1452.0
2021-02-28,LUBBOCK TX,1004.0,915.0
2021-02-28,MONROE-EL DORADO LA-AR,409.0,351.0
2021-02-28,"NEW YORK, NY",32211.0,28626.0
2021-02-28,ODESSA-MIDLAND TX,639.0,578.0
2021-02-28,OKLAHOMA CITY OK,872.0,773.0
2021-02-28,PARKERSBURG WV,566.0,513.0
2021-02-28,PHOENIX AZ,1767.0,1586.0
2021-02-28,RALEIGH-DURHAM NC,547.0,489.0
2021-02-28,SAN ANGELO TX,514.0,468.0
2021-02-28,SHREVEPORT LA,850.0,773.0
2021-02-28,SPRINGFIELD MO,1047.0,925.0
2021-02-28,ST JOSEPH MO,329.0,294.0
2021-02-28,TULSA OK,375.0,332.0
2021-02-28,TYLER-LONGVIEW TX,2144.0,1924.0
2021-02-28,VICTORIA TX,289.0,264.0
2021-02-28,WACO-TEMPLE-BRYAN TX,881.0,808.0
2021-03-07,ABILENE-SWEETWATER TX,653.0,583.0
2021-03-07,ALEXANDRIA LA,708.0,645.0
2021-03-07,AMARILLO TX,738.0,678.0
2021-03-07,AUSTIN TX,1629.0,1464.0
2021-03-07,All Other Suddenlink DMA Total,2934.0,2596.0
2021-03-07,BLUEFIELD-BECKLEY-OAK HILL WV,829.0,741.0
2021-03-07,CHARLESTON-HUNTINGTON WV,1675.0,1503.0
2021-03-07,DALLAS-FT WORTH TX,3006.0,2724.0
2021-03-07,EUREKA CA,399.0,364.0
2021-03-07,GREENVILLE-NEW BERN-WASH NC,1451.0,1294.0
2021-03-07,HOUSTON TX,2195.0,1973.0
2021-03-07,JONESBORO AR,392.0,361.0
2021-03-07,LAKE CHARLES LA,588.0,538.0
2021-03-07,LITTLE ROCK AR,1389.0,1247.0
2021-03-07,LUBBOCK TX,945.0,867.0
2021-03-07,MONROE-EL DORADO LA-AR,458.0,412.0
2021-03-07,"NEW YORK, NY",27571.0,24699.0
2021-03-07,ODESSA-MIDLAND TX,670.0,604.0
2021-03-07,OKLAHOMA CITY OK,861.0,741.0
2021-03-07,PARKERSBURG WV,536.0,477.0
2021-03-07,PHOENIX AZ,1610.0,1465.0
2021-03-07,RALEIGH-DURHAM NC,459.0,405.0
2021-03-07,SAN ANGELO TX,399.0,344.0
2021-03-07,SHREVEPORT LA,867.0,796.0
2021-03-07,SPRINGFIELD MO,980.0,881.0
2021-03-07,ST JOSEPH MO,341.0,298.0
2021-03-07,TULSA OK,282.0,250.0
2021-03-07,TYLER-LONGVIEW TX,2020.0,1806.0
2021-03-07,VICTORIA TX,268.0,251.0
2021-03-07,WACO-TEMPLE-BRYAN TX,908.0,836.0
2021-03-14,ABILENE-SWEETWATER TX,692.0,637.0
2021-03-14,ALEXANDRIA LA,706.0,649.0
2021-03-14,AMARILLO TX,855.0,779.0
2021-03-14,AUSTIN TX,1495.0,1331.0
2021-03-14,All Other Suddenlink DMA Total,2943.0,2657.0
2021-03-14,BLUEFIELD-BECKLEY-OAK HILL WV,819.0,735.0
2021-03-14,CHARLESTON-HUNTINGTON WV,1602.0,1439.0
2021-03-14,DALLAS-FT WORTH TX,3201.0,2900.0
2021-03-14,EUREKA CA,395.0,351.0
2021-03-14,GREENVILLE-NEW BERN-WASH NC,1574.0,1401.0
2021-03-14,HOUSTON TX,2397.0,2133.0
2021-03-14,JONESBORO AR,417.0,375.0
2021-03-14,LAKE CHARLES LA,652.0,584.0
2021-03-14,LITTLE ROCK AR,1557.0,1388.0
2021-03-14,LUBBOCK TX,966.0,879.0
2021-03-14,MONROE-EL DORADO LA-AR,377.0,343.0
2021-03-14,"NEW YORK, NY",27973.0,25028.0
2021-03-14,ODESSA-MIDLAND TX,720.0,634.0
2021-03-14,OKLAHOMA CITY OK,937.0,850.0
2021-03-14,PARKERSBURG WV,534.0,477.0
2021-03-14,PHOENIX AZ,1506.0,1342.0
2021-03-14,RALEIGH-DURHAM NC,472.0,424.0
2021-03-14,SAN ANGELO TX,431.0,393.0
2021-03-14,SHREVEPORT LA,891.0,809.0
2021-03-14,SPRINGFIELD MO,1028.0,908.0
2021-03-14,ST JOSEPH MO,343.0,308.0
2021-03-14,TULSA OK,386.0,342.0
2021-03-14,TYLER-LONGVIEW TX,2220.0,1997.0
2021-03-14,VICTORIA TX,328.0,285.0
2021-03-14,WACO-TEMPLE-BRYAN TX,968.0,870.0
2021-03-21,ABILENE-SWEETWATER TX,585.0,532.0
2021-03-21,ALEXANDRIA LA,668.0,601.0
2021-03-21,AMARILLO TX,803.0,720.0
2021-03-21,AUSTIN TX,1366.0,1248.0
2021-03-21,All Other Suddenlink DMA Total,2832.0,2552.0
2021-03-21,BLUEFIELD-BECKLEY-OAK HILL WV,778.0,704.0
2021-03-21,CHARLESTON-HUNTINGTON WV,1400.0,1273.0
2021-03-21,DALLAS-FT WORTH TX,2752.0,2477.0
2021-03-21,EUREKA CA,420.0,378.0
2021-03-21,GREENVILLE-NEW BERN-WASH NC,1283.0,1174.0
2021-03-21,HOUSTON TX,2392.0,2110.0
2021-03-21,JONESBORO AR,409.0,380.0
2021-03-21,LAKE CHARLES LA,574.0,523.0
2021-03-21,LITTLE ROCK AR,1401.0,1238.0
2021-03-21,LUBBOCK TX,995.0,910.0
2021-03-21,MONROE-EL DORADO LA-AR,377.0,344.0
2021-03-21,"NEW YORK, NY",25471.0,22800.0
2021-03-21,ODESSA-MIDLAND TX,664.0,593.0
2021-03-21,OKLAHOMA CITY OK,855.0,760.0
2021-03-21,PARKERSBURG WV,430.0,391.0
2021-03-21,PHOENIX AZ,1537.0,1358.0
2021-03-21,RALEIGH-DURHAM NC,443.0,404.0
2021-03-21,SAN ANGELO TX,481.0,420.0
2021-03-21,SHREVEPORT LA,838.0,765.0
2021-03-21,SPRINGFIELD MO,953.0,864.0
2021-03-21,ST JOSEPH MO,281.0,250.0
2021-03-21,TULSA OK,315.0,278.0
2021-03-21,TYLER-LONGVIEW TX,1926.0,1725.0
2021-03-21,VICTORIA TX,268.0,240.0
2021-03-21,WACO-TEMPLE-BRYAN TX,865.0,791.0
2021-03-28,ABILENE-SWEETWATER TX,561.0,514.0
2021-03-28,ALEXANDRIA LA,651.0,600.0
2021-03-28,AMARILLO TX,726.0,657.0
2021-03-28,AUSTIN TX,1476.0,1290.0
2021-03-28,All Other Suddenlink DMA Total,2800.0,2485.0
2021-03-28,BLUEFIELD-BECKLEY-OAK HILL WV,699.0,638.0
2021-03-28,CHARLESTON-HUNTINGTON WV,1345.0,1232.0
2021-03-28,DALLAS-FT WORTH TX,2720.0,2440.0
2021-03-28,EUREKA CA,354.0,318.0
2021-03-28,GREENVILLE-NEW BERN-WASH NC,1277.0,1117.0
2021-03-28,HOUSTON TX,2339.0,2091.0
2021-03-28,JONESBORO AR,367.0,332.0
2021-03-28,LAKE CHARLES LA,512.0,460.0
2021-03-28,LITTLE ROCK AR,1530.0,1362.0
2021-03-28,LUBBOCK TX,991.0,887.0
2021-03-28,MONROE-EL DORADO LA-AR,363.0,336.0
2021-03-28,"NEW YORK, NY",26440.0,23701.0
2021-03-28,ODESSA-MIDLAND TX,664.0,588.0
2021-03-28,OKLAHOMA CITY OK,735.0,674.0
2021-03-28,PARKERSBURG WV,413.0,376.0
2021-03-28,PHOENIX AZ,1430.0,1303.0
2021-03-28,RALEIGH-DURHAM NC,434.0,407.0
2021-03-28,SAN ANGELO TX,404.0,379.0
2021-03-28,SHREVEPORT LA,876.0,787.0
2021-03-28,SPRINGFIELD MO,1050.0,925.0
2021-03-28,ST JOSEPH MO,306.0,271.0
2021-03-28,TULSA OK,301.0,279.0
