period,mmm_b2c_acq_dma,unique_pageviews,users
2021-06-27,VICTORIA TX,266.0,241.0
2021-06-27,WACO-TEMPLE-BRYAN TX,1312.0,1180.0
2021-07-04,ABILENE-SWEETWATER TX,522.0,476.0
2021-07-04,ALEXANDRIA LA,629.0,565.0
2021-07-04,AMARILLO TX,622.0,561.0
2021-07-04,AUSTIN TX,1405.0,1247.0
2021-07-04,All Other Suddenlink DMA Total,2443.0,2187.0
2021-07-04,BLUEFIELD-BECKLEY-OAK HILL WV,795.0,715.0
2021-07-04,CHARLESTON-HUNTINGTON WV,1293.0,1179.0
2021-07-04,DALLAS-FT WORTH TX,2592.0,2305.0
2021-07-04,EUREKA CA,334.0,302.0
2021-07-04,GREENVILLE-NEW BERN-WASH NC,1345.0,1184.0
2021-07-04,HOUSTON TX,2081.0,1851.0
2021-07-04,JONESBORO AR,295.0,275.0
2021-07-04,LAKE CHARLES LA,513.0,457.0
2021-07-04,LITTLE ROCK AR,1354.0,1216.0
2021-07-04,LUBBOCK TX,1001.0,908.0
2021-07-04,MONROE-EL DORADO LA-AR,400.0,363.0
2021-07-04,"NEW YORK, NY",20785.0,18764.0
2021-07-04,ODESSA-MIDLAND TX,541.0,487.0
2021-07-04,OKLAHOMA CITY OK,830.0,750.0
2021-07-04,PARKERSBURG WV,432.0,392.0
2021-07-04,PHOENIX AZ,1387.0,1265.0
2021-07-04,RALEIGH-DURHAM NC,386.0,358.0
2021-07-04,SAN ANGELO TX,403.0,368.0
2021-07-04,SHREVEPORT LA,784.0,725.0
2021-07-04,SPRINGFIELD MO,781.0,692.0
2021-07-04,ST JOSEPH MO,252.0,225.0
2021-07-04,TULSA OK,219.0,202.0
2021-07-04,TYLER-LONGVIEW TX,1907.0,1705.0
2021-07-04,VICTORIA TX,255.0,232.0
2021-07-04,WACO-TEMPLE-BRYAN TX,1238.0,1119.0
2021-07-11,ABILENE-SWEETWATER TX,620.0,546.0
2021-07-11,ALEXANDRIA LA,716.0,650.0
2021-07-11,AMARILLO TX,747.0,656.0
2021-07-11,AUSTIN TX,1469.0,1309.0
2021-07-11,All Other Suddenlink DMA Total,2782.0,2483.0
2021-07-11,BLUEFIELD-BECKLEY-OAK HILL WV,733.0,671.0
2021-07-11,CHARLESTON-HUNTINGTON WV,1360.0,1215.0
2021-07-11,DALLAS-FT WORTH TX,2947.0,2618.0
2021-07-11,EUREKA CA,303.0,272.0
2021-07-11,GREENVILLE-NEW BERN-WASH NC,1569.0,1408.0
2021-07-11,HOUSTON TX,2206.0,1968.0
2021-07-11,JONESBORO AR,325.0,297.0
2021-07-11,LAKE CHARLES LA,601.0,533.0
2021-07-11,LITTLE ROCK AR,1336.0,1200.0
2021-07-11,LUBBOCK TX,1122.0,1042.0
2021-07-11,MONROE-EL DORADO LA-AR,409.0,367.0
2021-07-11,"NEW YORK, NY",22187.0,19911.0
2021-07-11,ODESSA-MIDLAND TX,672.0,609.0
2021-07-11,OKLAHOMA CITY OK,884.0,790.0
2021-07-11,PARKERSBURG WV,411.0,368.0
2021-07-11,PHOENIX AZ,1412.0,1238.0
2021-07-11,RALEIGH-DURHAM NC,433.0,397.0
2021-07-11,SAN ANGELO TX,413.0,375.0
2021-07-11,SHREVEPORT LA,855.0,744.0
2021-07-11,SPRINGFIELD MO,909.0,816.0
2021-07-11,ST JOSEPH MO,263.0,244.0
2021-07-11,TULSA OK,252.0,232.0
2021-07-11,TYLER-LONGVIEW TX,1890.0,1723.0
2021-07-11,VICTORIA TX,330.0,285.0
2021-07-11,WACO-TEMPLE-BRYAN TX,1531.0,1368.0
2021-07-18,ABILENE-SWEETWATER TX,646.0,576.0
2021-07-18,ALEXANDRIA LA,635.0,583.0
2021-07-18,AMARILLO TX,674.0,611.0
2021-07-18,AUSTIN TX,1419.0,1292.0
2021-07-18,All Other Suddenlink DMA Total,2598.0,2292.0
2021-07-18,BLUEFIELD-BECKLEY-OAK HILL WV,763.0,691.0
2021-07-18,CHARLESTON-HUNTINGTON WV,1364.0,1235.0
2021-07-18,DALLAS-FT WORTH TX,3432.0,3050.0
2021-07-18,EUREKA CA,331.0,305.0
2021-07-18,GREENVILLE-NEW BERN-WASH NC,1499.0,1333.0
2021-07-18,HOUSTON TX,2094.0,1893.0
2021-07-18,JONESBORO AR,391.0,358.0
2021-07-18,LAKE CHARLES LA,530.0,487.0
2021-07-18,LITTLE ROCK AR,1374.0,1216.0
2021-07-18,LUBBOCK TX,1178.0,1065.0
2021-07-18,MONROE-EL DORADO LA-AR,406.0,363.0
2021-07-18,"NEW YORK, NY",21030.0,18962.0
2021-07-18,ODESSA-MIDLAND TX,558.0,497.0
2021-07-18,OKLAHOMA CITY OK,873.0,801.0
2021-07-18,PARKERSBURG WV,466.0,424.0
2021-07-18,PHOENIX AZ,1419.0,1275.0
2021-07-18,RALEIGH-DURHAM NC,421.0,385.0
2021-07-18,SAN ANGELO TX,401.0,368.0
2021-07-18,SHREVEPORT LA,806.0,735.0
2021-07-18,SPRINGFIELD MO,848.0,768.0
2021-07-18,ST JOSEPH MO,253.0,227.0
2021-07-18,TULSA OK,280.0,251.0
2021-07-18,TYLER-LONGVIEW TX,1951.0,1782.0
2021-07-18,VICTORIA TX,279.0,258.0
2021-07-18,WACO-TEMPLE-BRYAN TX,1730.0,1515.0
2021-07-25,ABILENE-SWEETWATER TX,644.0,575.0
2021-07-25,ALEXANDRIA LA,642.0,580.0
2021-07-25,AMARILLO TX,695.0,635.0
2021-07-25,AUSTIN TX,1413.0,1286.0
2021-07-25,All Other Suddenlink DMA Total,2716.0,2427.0
2021-07-25,BLUEFIELD-BECKLEY-OAK HILL WV,679.0,617.0
2021-07-25,CHARLESTON-HUNTINGTON WV,1309.0,1180.0
2021-07-25,DALLAS-FT WORTH TX,3095.0,2775.0
2021-07-25,EUREKA CA,320.0,301.0
2021-07-25,GREENVILLE-NEW BERN-WASH NC,1551.0,1387.0
2021-07-25,HOUSTON TX,2183.0,1961.0
2021-07-25,JONESBORO AR,357.0,330.0
2021-07-25,LAKE CHARLES LA,543.0,500.0
2021-07-25,LITTLE ROCK AR,1334.0,1220.0
2021-07-25,LUBBOCK TX,1261.0,1139.0
2021-07-25,MONROE-EL DORADO LA-AR,393.0,361.0
2021-07-25,"NEW YORK, NY",23128.0,20842.0
2021-07-25,ODESSA-MIDLAND TX,595.0,539.0
2021-07-25,OKLAHOMA CITY OK,997.0,903.0
2021-07-25,PARKERSBURG WV,435.0,404.0
2021-07-25,PHOENIX AZ,1434.0,1268.0
2021-07-25,RALEIGH-DURHAM NC,423.0,387.0
2021-07-25,SAN ANGELO TX,436.0,399.0
2021-07-25,SHREVEPORT LA,888.0,790.0
2021-07-25,SPRINGFIELD MO,888.0,798.0
2021-07-25,ST JOSEPH MO,241.0,224.0
2021-07-25,TULSA OK,225.0,203.0
2021-07-25,TYLER-LONGVIEW TX,2007.0,1777.0
2021-07-25,VICTORIA TX,245.0,222.0
2021-07-25,WACO-TEMPLE-BRYAN TX,2157.0,1915.0
2021-08-01,ABILENE-SWEETWATER TX,776.0,699.0
2021-08-01,ALEXANDRIA LA,719.0,647.0
2021-08-01,AMARILLO TX,762.0,698.0
2021-08-01,AUSTIN TX,1404.0,1260.0
2021-08-01,All Other Suddenlink DMA Total,2616.0,2344.0
2021-08-01,BLUEFIELD-BECKLEY-OAK HILL WV,749.0,697.0
2021-08-01,CHARLESTON-HUNTINGTON WV,1420.0,1291.0
2021-08-01,DALLAS-FT WORTH TX,3197.0,2858.0
2021-08-01,EUREKA CA,387.0,356.0
2021-08-01,GREENVILLE-NEW BERN-WASH NC,1558.0,1399.0
2021-08-01,HOUSTON TX,2120.0,1909.0
2021-08-01,JONESBORO AR,381.0,341.0
2021-08-01,LAKE CHARLES LA,544.0,489.0
2021-08-01,LITTLE ROCK AR,1399.0,1248.0
2021-08-01,LUBBOCK TX,1351.0,1216.0
2021-08-01,MONROE-EL DORADO LA-AR,464.0,417.0
2021-08-01,"NEW YORK, NY",23393.0,21030.0
2021-08-01,ODESSA-MIDLAND TX,594.0,540.0
2021-08-01,OKLAHOMA CITY OK,1119.0,985.0
2021-08-01,PARKERSBURG WV,471.0,436.0
2021-08-01,PHOENIX AZ,1446.0,1294.0
2021-08-01,RALEIGH-DURHAM NC,462.0,419.0
2021-08-01,SAN ANGELO TX,464.0,415.0
2021-08-01,SHREVEPORT LA,950.0,860.0
2021-08-01,SPRINGFIELD MO,981.0,866.0
2021-08-01,ST JOSEPH MO,274.0,247.0
2021-08-01,TULSA OK,299.0,271.0
2021-08-01,TYLER-LONGVIEW TX,2058.0,1855.0
2021-08-01,VICTORIA TX,323.0,285.0
2021-08-01,WACO-TEMPLE-BRYAN TX,2100.0,1868.0
2021-08-08,ABILENE-SWEETWATER TX,683.0,610.0
2021-08-08,ALEXANDRIA LA,656.0,583.0
2021-08-08,AMARILLO TX,709.0,649.0
2021-08-08,AUSTIN TX,1379.0,1251.0
2021-08-08,All Other Suddenlink DMA Total,2601.0,2340.0
2021-08-08,BLUEFIELD-BECKLEY-OAK HILL WV,745.0,674.0
2021-08-08,CHARLESTON-HUNTINGTON WV,1374.0,1231.0
2021-08-08,DALLAS-FT WORTH TX,2938.0,2637.0
2021-08-08,EUREKA CA,403.0,366.0
2021-08-08,GREENVILLE-NEW BERN-WASH NC,1474.0,1306.0
2021-08-08,HOUSTON TX,2170.0,1956.0
2021-08-08,JONESBORO AR,343.0,319.0
2021-08-08,LAKE CHARLES LA,534.0,484.0
2021-08-08,LITTLE ROCK AR,1400.0,1252.0
2021-08-08,LUBBOCK TX,1129.0,1050.0
2021-08-08,MONROE-EL DORADO LA-AR,443.0,398.0
2021-08-08,"NEW YORK, NY",22920.0,20637.0
2021-08-08,ODESSA-MIDLAND TX,667.0,608.0
2021-08-08,OKLAHOMA CITY OK,1108.0,983.0
2021-08-08,PARKERSBURG WV,418.0,385.0
2021-08-08,PHOENIX AZ,1336.0,1209.0
2021-08-08,RALEIGH-DURHAM NC,433.0,394.0
2021-08-08,SAN ANGELO TX,437.0,402.0
2021-08-08,SHREVEPORT LA,884.0,785.0
2021-08-08,SPRINGFIELD MO,962.0,863.0
2021-08-08,ST JOSEPH MO,266.0,237.0
2021-08-08,TULSA OK,270.0,238.0
2021-08-08,TYLER-LONGVIEW TX,2017.0,1843.0
2021-08-08,VICTORIA TX,283.0,253.0
2021-08-08,WACO-TEMPLE-BRYAN TX,1736.0,1516.0
2021-08-15,ABILENE-SWEETWATER TX,645.0,571.0
2021-08-15,ALEXANDRIA LA,638.0,584.0
2021-08-15,AMARILLO TX,681.0,627.0
2021-08-15,AUSTIN TX,1323.0,1193.0
2021-08-15,All Other Suddenlink DMA Total,2591.0,2342.0
2021-08-15,BLUEFIELD-BECKLEY-OAK HILL WV,738.0,660.0
2021-08-15,CHARLESTON-HUNTINGTON WV,1328.0,1205.0
2021-08-15,DALLAS-FT WORTH TX,2706.0,2444.0
2021-08-15,EUREKA CA,410.0,378.0
2021-08-15,GREENVILLE-NEW BERN-WASH NC,1365.0,1219.0
2021-08-15,HOUSTON TX,1996.0,1772.0
2021-08-15,JONESBORO AR,381.0,344.0
2021-08-15,LAKE CHARLES LA,540.0,503.0
2021-08-15,LITTLE ROCK AR,1320.0,1196.0
2021-08-15,LUBBOCK TX,1103.0,994.0
2021-08-15,MONROE-EL DORADO LA-AR,409.0,372.0
2021-08-15,"NEW YORK, NY",22782.0,20548.0
2021-08-15,ODESSA-MIDLAND TX,624.0,566.0
2021-08-15,OKLAHOMA CITY OK,880.0,796.0
2021-08-15,PARKERSBURG WV,440.0,403.0
2021-08-15,PHOENIX AZ,1358.0,1206.0
2021-08-15,RALEIGH-DURHAM NC,460.0,415.0
2021-08-15,SAN ANGELO TX,397.0,361.0
2021-08-15,SHREVEPORT LA,852.0,781.0
2021-08-15,SPRINGFIELD MO,938.0,826.0
2021-08-15,ST JOSEPH MO,295.0,255.0
2021-08-15,TULSA OK,269.0,248.0
2021-08-15,TYLER-LONGVIEW TX,2091.0,1887.0
2021-08-15,VICTORIA TX,278.0,255.0
2021-08-15,WACO-TEMPLE-BRYAN TX,1456.0,1306.0
2021-08-22,ABILENE-SWEETWATER TX,587.0,538.0
2021-08-22,ALEXANDRIA LA,573.0,532.0
2021-08-22,AMARILLO TX,658.0,603.0
2021-08-22,AUSTIN TX,1360.0,1209.0
2021-08-22,All Other Suddenlink DMA Total,2483.0,2190.0
2021-08-22,BLUEFIELD-BECKLEY-OAK HILL WV,651.0,595.0
2021-08-22,CHARLESTON-HUNTINGTON WV,1312.0,1180.0
2021-08-22,DALLAS-FT WORTH TX,2839.0,2532.0
2021-08-22,EUREKA CA,357.0,332.0
2021-08-22,GREENVILLE-NEW BERN-WASH NC,1438.0,1284.0
2021-08-22,HOUSTON TX,1965.0,1773.0
2021-08-22,JONESBORO AR,326.0,297.0
2021-08-22,LAKE CHARLES LA,430.0,390.0
2021-08-22,LITTLE ROCK AR,1301.0,1180.0
2021-08-22,LUBBOCK TX,1053.0,947.0
2021-08-22,MONROE-EL DORADO LA-AR,399.0,365.0
2021-08-22,"NEW YORK, NY",23050.0,20816.0
2021-08-22,ODESSA-MIDLAND TX,610.0,549.0
2021-08-22,OKLAHOMA CITY OK,771.0,694.0
2021-08-22,PARKERSBURG WV,413.0,369.0
2021-08-22,PHOENIX AZ,1394.0,1223.0
2021-08-22,RALEIGH-DURHAM NC,443.0,409.0
2021-08-22,SAN ANGELO TX,420.0,377.0
2021-08-22,SHREVEPORT LA,801.0,731.0
2021-08-22,SPRINGFIELD MO,840.0,741.0
2021-08-22,ST JOSEPH MO,264.0,233.0
2021-08-22,TULSA OK,261.0,233.0
2021-08-22,TYLER-LONGVIEW TX,1998.0,1788.0
2021-08-22,VICTORIA TX,265.0,236.0
2021-08-22,WACO-TEMPLE-BRYAN TX,1212.0,1095.0
2021-08-29,ABILENE-SWEETWATER TX,589.0,535.0
2021-08-29,ALEXANDRIA LA,583.0,530.0
2021-08-29,AMARILLO TX,638.0,594.0
2021-08-29,AUSTIN TX,1268.0,1159.0
2021-08-29,All Other Suddenlink DMA Total,2583.0,2302.0
2021-08-29,BLUEFIELD-BECKLEY-OAK HILL WV,739.0,655.0
2021-08-29,CHARLESTON-HUNTINGTON WV,1367.0,1239.0
2021-08-29,DALLAS-FT WORTH TX,2818.0,2552.0
2021-08-29,EUREKA CA,355.0,322.0
2021-08-29,GREENVILLE-NEW BERN-WASH NC,1278.0,1133.0
2021-08-29,HOUSTON TX,2067.0,1843.0
2021-08-29,JONESBORO AR,325.0,301.0
2021-08-29,LAKE CHARLES LA,545.0,481.0
2021-08-29,LITTLE ROCK AR,1362.0,1231.0
2021-08-29,LUBBOCK TX,1069.0,983.0
2021-08-29,MONROE-EL DORADO LA-AR,427.0,387.0
2021-08-29,"NEW YORK, NY",23606.0,21362.0
2021-08-29,ODESSA-MIDLAND TX,555.0,505.0
2021-08-29,OKLAHOMA CITY OK,825.0,742.0
2021-08-29,PARKERSBURG WV,448.0,406.0
2021-08-29,PHOENIX AZ,1318.0,1190.0
2021-08-29,RALEIGH-DURHAM NC,422.0,386.0
2021-08-29,SAN ANGELO TX,412.0,380.0
2021-08-29,SHREVEPORT LA,792.0,709.0
2021-08-29,SPRINGFIELD MO,827.0,745.0
2021-08-29,ST JOSEPH MO,261.0,240.0
2021-08-29,TULSA OK,332.0,289.0
2021-08-29,TYLER-LONGVIEW TX,1967.0,1786.0
2021-08-29,VICTORIA TX,264.0,233.0
2021-08-29,WACO-TEMPLE-BRYAN TX,1158.0,1042.0
2021-09-05,ABILENE-SWEETWATER TX,543.0,502.0
2021-09-05,ALEXANDRIA LA,599.0,556.0
2021-09-05,AMARILLO TX,652.0,609.0
2021-09-05,AUSTIN TX,1221.0,1119.0
2021-09-05,All Other Suddenlink DMA Total,2432.0,2152.0
2021-09-05,BLUEFIELD-BECKLEY-OAK HILL WV,689.0,623.0
2021-09-05,CHARLESTON-HUNTINGTON WV,1231.0,1132.0
2021-09-05,DALLAS-FT WORTH TX,2474.0,2244.0
2021-09-05,EUREKA CA,305.0,278.0
2021-09-05,GREENVILLE-NEW BERN-WASH NC,1131.0,1010.0
2021-09-05,HOUSTON TX,1937.0,1765.0
2021-09-05,JONESBORO AR,312.0,289.0
2021-09-05,LAKE CHARLES LA,505.0,457.0
2021-09-05,LITTLE ROCK AR,1242.0,1117.0
2021-09-05,LUBBOCK TX,894.0,814.0
2021-09-05,MONROE-EL DORADO LA-AR,408.0,366.0
2021-09-05,"NEW YORK, NY",22314.0,20151.0
2021-09-05,ODESSA-MIDLAND TX,562.0,515.0
2021-09-05,OKLAHOMA CITY OK,705.0,644.0
2021-09-05,PARKERSBURG WV,407.0,366.0
2021-09-05,PHOENIX AZ,1274.0,1153.0
2021-09-05,RALEIGH-DURHAM NC,396.0,358.0
2021-09-05,SAN ANGELO TX,354.0,318.0
2021-09-05,SHREVEPORT LA,819.0,726.0
2021-09-05,SPRINGFIELD MO,819.0,730.0
2021-09-05,ST JOSEPH MO,236.0,220.0
2021-09-05,TULSA OK,274.0,243.0
2021-09-05,TYLER-LONGVIEW TX,1753.0,1590.0
2021-09-05,VICTORIA TX,248.0,219.0
2021-09-05,WACO-TEMPLE-BRYAN TX,889.0,794.0
2021-09-12,ABILENE-SWEETWATER TX,573.0,505.0
2021-09-12,ALEXANDRIA LA,690.0,632.0
2021-09-12,AMARILLO TX,807.0,715.0
2021-09-12,AUSTIN TX,1369.0,1215.0
2021-09-12,All Other Suddenlink DMA Total,2734.0,2407.0
2021-09-12,BLUEFIELD-BECKLEY-OAK HILL WV,792.0,717.0
2021-09-12,CHARLESTON-HUNTINGTON WV,1523.0,1353.0
2021-09-12,DALLAS-FT WORTH TX,2703.0,2433.0
2021-09-12,EUREKA CA,354.0,319.0
2021-09-12,GREENVILLE-NEW BERN-WASH NC,1278.0,1162.0
2021-09-12,HOUSTON TX,2179.0,1927.0
2021-09-12,JONESBORO AR,368.0,337.0
2021-09-12,LAKE CHARLES LA,495.0,455.0
2021-09-12,LITTLE ROCK AR,1310.0,1189.0
2021-09-12,LUBBOCK TX,996.0,911.0
2021-09-12,MONROE-EL DORADO LA-AR,417.0,377.0
2021-09-12,"NEW YORK, NY",26710.0,23948.0
2021-09-12,ODESSA-MIDLAND TX,633.0,569.0
2021-09-12,OKLAHOMA CITY OK,829.0,739.0
2021-09-12,PARKERSBURG WV,414.0,376.0
2021-09-12,PHOENIX AZ,1348.0,1203.0
2021-09-12,RALEIGH-DURHAM NC,448.0,406.0
2021-09-12,SAN ANGELO TX,381.0,340.0
2021-09-12,SHREVEPORT LA,897.0,810.0
2021-09-12,SPRINGFIELD MO,915.0,795.0
2021-09-12,ST JOSEPH MO,226.0,216.0
2021-09-12,TULSA OK,301.0,270.0
2021-09-12,TYLER-LONGVIEW TX,1941.0,1743.0
2021-09-12,VICTORIA TX,283.0,261.0
2021-09-12,WACO-TEMPLE-BRYAN TX,861.0,788.0
2021-09-19,ABILENE-SWEETWATER TX,616.0,550.0
2021-09-19,ALEXANDRIA LA,647.0,592.0
2021-09-19,AMARILLO TX,772.0,688.0
2021-09-19,AUSTIN TX,1362.0,1235.0
2021-09-19,All Other Suddenlink DMA Total,2589.0,2308.0
2021-09-19,BLUEFIELD-BECKLEY-OAK HILL WV,768.0,682.0
2021-09-19,CHARLESTON-HUNTINGTON WV,1415.0,1292.0
2021-09-19,DALLAS-FT WORTH TX,2706.0,2421.0
2021-09-19,EUREKA CA,349.0,321.0
2021-09-19,GREENVILLE-NEW BERN-WASH NC,1267.0,1158.0
2021-09-19,HOUSTON TX,2061.0,1855.0
2021-09-19,JONESBORO AR,351.0,326.0
2021-09-19,LAKE CHARLES LA,528.0,478.0
2021-09-19,LITTLE ROCK AR,1317.0,1182.0
2021-09-19,LUBBOCK TX,939.0,847.0
2021-09-19,MONROE-EL DORADO LA-AR,391.0,349.0
2021-09-19,"NEW YORK, NY",25935.0,23181.0
2021-09-19,ODESSA-MIDLAND TX,652.0,581.0
2021-09-19,OKLAHOMA CITY OK,765.0,693.0
2021-09-19,PARKERSBURG WV,444.0,401.0
2021-09-19,PHOENIX AZ,1316.0,1196.0
2021-09-19,RALEIGH-DURHAM NC,410.0,363.0
2021-09-19,SAN ANGELO TX,386.0,356.0
2021-09-19,SHREVEPORT LA,917.0,821.0
2021-09-19,SPRINGFIELD MO,868.0,782.0
2021-09-19,ST JOSEPH MO,249.0,223.0
2021-09-19,TULSA OK,287.0,264.0
2021-09-19,TYLER-LONGVIEW TX,1961.0,1784.0
2021-09-19,VICTORIA TX,251.0,227.0
2021-09-19,WACO-TEMPLE-BRYAN TX,798.0,721.0
2021-09-26,ABILENE-SWEETWATER TX,414.0,365.0
2021-09-26,ALEXANDRIA LA,388.0,350.0
2021-09-26,AMARILLO TX,488.0,437.0
2021-09-26,AUSTIN TX,871.0,773.0
2021-09-26,All Other Suddenlink DMA Total,1628.0,1444.0
2021-09-26,BLUEFIELD-BECKLEY-OAK HILL WV,460.0,412.0
2021-09-26,CHARLESTON-HUNTINGTON WV,861.0,756.0
2021-09-26,DALLAS-FT WORTH TX,1678.0,1501.0
2021-09-26,EUREKA CA,231.0,207.0
2021-09-26,GREENVILLE-NEW BERN-WASH NC,736.0,674.0
2021-09-26,HOUSTON TX,1186.0,1080.0
2021-09-26,JONESBORO AR,221.0,197.0
2021-09-26,LAKE CHARLES LA,357.0,330.0
2021-09-26,LITTLE ROCK AR,809.0,719.0
2021-09-26,LUBBOCK TX,609.0,555.0
2021-09-26,MONROE-EL DORADO LA-AR,215.0,200.0
2021-09-26,"NEW YORK, NY",15694.0,14056.0
2021-09-26,ODESSA-MIDLAND TX,375.0,345.0
2021-09-26,OKLAHOMA CITY OK,464.0,423.0
2021-09-26,PARKERSBURG WV,310.0,271.0
2021-09-26,PHOENIX AZ,840.0,754.0
2021-09-26,RALEIGH-DURHAM NC,249.0,227.0
2021-09-26,SAN ANGELO TX,247.0,228.0
2021-09-26,SHREVEPORT LA,463.0,430.0
2021-09-26,SPRINGFIELD MO,559.0,493.0
2021-09-26,ST JOSEPH MO,163.0,154.0
2021-09-26,TULSA OK,174.0,157.0
2021-09-26,TYLER-LONGVIEW TX,1073.0,963.0
2021-09-26,VICTORIA TX,130.0,121.0
2021-09-26,WACO-TEMPLE-BRYAN TX,438.0,400.0
